Drug_Name,Pattern,PubChem_ID,Source,norm,SMILES
Rasagiline mesylate,ADReCS: Asthma; Cardio-respiratory arrest,3052775,ADReCS_only,rasagiline,CS(=O)(=O)O.C#CCNC1CCC2=CC=CC=C12
Raxibacumab,ADReCS: Respiratory disorders NEC,Not Available,ADReCS_only,raxibacumab,
Reboxetine,ADReCS: Bronchitis,127151,ADReCS_only,reboxetine,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3
Refludan,ADReCS: Bronchial disorders (excl neoplasms),118856773,ADReCS_only,refludan,CCC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC2C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)C(C)C)CC(=O)N)CO)CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C3CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(C)C)CC(=O)N)CCC(=O)N)CO)CCC(=O)O)C(C)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)N)C(=O)N1)CCCCN)CC(=O)N)CCC(=O)N)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CC7=CNC=N7)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC8=CC=CC=C8)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)N9CCCC9C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)O)CCC(=O)N)CC(=O)N)CCCCN)CCC(=O)O)CC(=O)O)CO)CC(C)C
Regadenoson,ADReCS: Acute pulmonary oedema,219024,ADReCS_only,regadenoson,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N
Relugolix,ADReCS: Respiratory signs and symptoms NEC,10348973,ADReCS_only,relugolix,CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC
Repaglinide,ADReCS: Bronchitis,65981,ADReCS_only,repaglinide,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
Rescinnamine,ADReCS: Bronchitis,5280954,ADReCS_only,rescinnamine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC
Reserpine,ADReCS: Respiratory disorders NEC,5770,ADReCS_only,reserpine,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
Retapamulin,ADReCS: Respiratory tract infections,6918462,ADReCS_only,retapamulin,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C
Reteplase,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),Not Available,ADReCS_only,reteplase,
Revefenacin,ADReCS: Respiratory signs and symptoms NEC,11753673,ADReCS_only,revefenacin,CN(CCN1CCC(CC1)OC(=O)NC2=CC=CC=C2C3=CC=CC=C3)C(=O)C4=CC=C(C=C4)CN5CCC(CC5)C(=O)N
Rho (d) immune globulin,ADReCS: Acute respiratory distress syndrome,Not Available,ADReCS_only,rho (d) immune globulin,
Rho (d) immune globulin (human),ADReCS: Respiratory disorders NEC,Not Available,ADReCS_only,rho (d) immune globulin (human),
Rifabutin,ADReCS: Bronchial disorders (excl neoplasms),135398743,ADReCS_only,rifabutin,CC1C=CC=C(C(=O)N=C2C(=C3C(=C4C2=NC5(N4)CCN(CC5)CC(C)C)C6=C(C(=C3O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)O)C
Rifapentine,ADReCS: Asthma,135403821,ADReCS_only,rifapentine,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C
Rifaximin,ADReCS: Thoracic disorders (excl lung and pleura),6436173,ADReCS_only,rifaximin,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
Rilpivirine,ADReCS: Cardio-respiratory arrest,6451164,ADReCS_only,rilpivirine,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N
Rimabotulinumtoxinb,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,rimabotulinumtoxinb,
Rimantadine,ADReCS: Bronchial disorders (excl neoplasms),5071,ADReCS_only,rimantadine,CC(C12CC3CC(C1)CC(C3)C2)N
Rimexolone,ADReCS: Respiratory tract infections,5311412,ADReCS_only,rimexolone,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
Rimonabant hydrochloride,ADReCS: Thoracic disorders (excl lung and pleura),104849,ADReCS_only,rimonabant,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl.Cl
Riociguat,ADReCS: Acute respiratory failure,11304743,ADReCS_only,riociguat,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC
Ripretinib,ADReCS: Bronchial disorders (excl neoplasms),71584930,ADReCS_only,ripretinib,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC
Risdiplam,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),118513932,ADReCS_only,risdiplam,CC1=CC(=NN2C1=NC(=C2)C)C3=CC(=O)N4C=C(C=CC4=N3)N5CCNC6(C5)CC6
Risedronic acid,ADReCS: Asthma,5245,ADReCS_only,risedronic acid,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
Rivastigmine tartrate,ADReCS: Bronchial disorders (excl neoplasms),6918078,ADReCS_only,rivastigmine tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O
Rizatriptan,ADReCS: Bronchial disorders (excl neoplasms),5078,ADReCS_only,rizatriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
Rizatriptan benzoate,ADReCS: Bronchial disorders (excl neoplasms),77997,ADReCS_only,rizatriptan benzoate,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O
Rocuronium bromide,ADReCS: Asthma,441351,ADReCS_only,rocuronium bromide,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C.[Br-]
Roflumilast,ADReCS: Asthma,449193,ADReCS_only,roflumilast,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
Rolapitant,ADReCS: Lower respiratory tract signs and symptoms,10311306,ADReCS_only,rolapitant,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4
Rolitetracycline,ADReCS: Respiratory disorders NEC,54682938,ADReCS_only,rolitetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O
Ropivacaine hydrochloride,ADReCS: Bronchial disorders (excl neoplasms); Thoracic disorders (excl lung and pleura),175804,ADReCS_only,ropivacaine,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl
Rotigotine,ADReCS: Cardio-respiratory arrest; Thoracic disorders (excl lung and pleura),59227,ADReCS_only,rotigotine,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
Rucaparib,ADReCS: Thoracic disorders (excl lung and pleura),9931954,ADReCS_only,rucaparib,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
Rufinamide,ADReCS: Bronchitis,129228,ADReCS_only,rufinamide,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
Rupatadine,ADReCS: Bronchial disorders (excl neoplasms),133017,ADReCS_only,rupatadine,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2
Sacrosidase,ADReCS: Bronchial disorders (excl neoplasms),Not Available,ADReCS_only,sacrosidase,
Salicylic acid,ADReCS: Asthma,338,ADReCS_only,salicylic acid,C1=CC=C(C(=C1)C(=O)O)O
Salmeterol,ADReCS: Asthma,5152,ADReCS_only,salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
Salmeterol xinafoate,ADReCS: Asthma,56801,ADReCS_only,salmeterol xinafoate,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O.C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O
Salsalate,ADReCS: Bronchial disorders (excl neoplasms),5161,ADReCS_only,salsalate,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
Samarium,ADReCS: Bronchitis,23951,ADReCS_only,samarium,[Sm]
Samarium sm-153 lexidronam,ADReCS: Bronchitis,177960,ADReCS_only,samarium sm-153 lexidronam,C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Sm+3]
Samarium sm-153 lexidronam pentasodium,ADReCS: Bronchitis,9810246,ADReCS_only,samarium sm-153 lexidronam pentasodium,C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Sm+3]
Sapropterin,ADReCS: Thoracic disorders (excl lung and pleura),135398654,ADReCS_only,sapropterin,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
Sapropterin dihydrochloride,ADReCS: Respiratory tract infections,135409471,ADReCS_only,sapropterin dihydrochloride,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O.Cl.Cl
Saquinavir mesylate,ADReCS: Asthma,60934,ADReCS_only,saquinavir,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O
Sargramostim,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,sargramostim,
Sebelipase alfa,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,sebelipase alfa,
Secobarbital,ADReCS: Respiratory acidoses; Respiratory disorders NEC,5193,ADReCS_only,secobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
Secretin,ADReCS: Respiratory distress,16129665,ADReCS_only,secretin,CC(C)CC(C(=O)NC(C(C)C)C(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC2=NC=CN2)N
Selegiline,ADReCS: Asthma,26757,ADReCS_only,selegiline,CC(CC1=CC=CC=C1)N(C)CC#C
Selexipag,ADReCS: Acute pulmonary oedema,9913767,ADReCS_only,selexipag,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3
Selinexor,ADReCS: Pleural disorders,71481097,ADReCS_only,selinexor,C1=CN=C(C=N1)NNC(=O)C=CN2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
Semaxanib,ADReCS: Thoracic disorders (excl lung and pleura),5329098,ADReCS_only,semaxanib,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
Sildenafil citrate,ADReCS: Respiratory tract infections,135413523,ADReCS_only,sildenafil citrate,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Silodosin,ADReCS: Thoracic disorders (excl lung and pleura),5312125,ADReCS_only,silodosin,CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
Sincalide,ADReCS: Respiratory disorders NEC,9833444,ADReCS_only,sincalide,CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N
Siponimod,ADReCS: Acute respiratory distress syndrome,44599207,ADReCS_only,siponimod,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O
Sitaxentan,ADReCS: Asthma,216235,ADReCS_only,sitaxentan,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
Solifenacin,ADReCS: Acute pulmonary oedema,154059,ADReCS_only,solifenacin,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5
Solifenacin succinate,ADReCS: Respiratory tract infections,216457,ADReCS_only,solifenacin succinate,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5.C(CC(=O)O)C(=O)O
Solriamfetol,ADReCS: Respiratory signs and symptoms NEC,10130337,ADReCS_only,solriamfetol,C1=CC=C(C=C1)CC(COC(=O)N)N
Somatropin,ADReCS: Bronchial disorders (excl neoplasms),Not Available,ADReCS_only,somatropin,
Sonidegib,ADReCS: Respiratory disorders NEC,24775005,ADReCS_only,sonidegib,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F
Sorbitol,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),5780,ADReCS_only,sorbitol,C(C(C(C(C(CO)O)O)O)O)O
Sparfloxacin,ADReCS: Asthma,60464,ADReCS_only,sparfloxacin,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F
Stavudine,ADReCS: Bronchitis,18283,ADReCS_only,stavudine,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
Styrenesulfonic acid,ADReCS: Bronchitis,168625,ADReCS_only,styrenesulfonic acid,C=CC1=CC=CC=C1S(=O)(=O)O
Succimer,ADReCS: Thoracic disorders (excl lung and pleura),2724354,ADReCS_only,succimer,C(C(C(=O)O)S)(C(=O)O)S
Succinylcholine chloride,ADReCS: Respiratory depression,22475,ADReCS_only,succinylcholine chloride,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
Sucralfate,ADReCS: Respiratory tract infections,121494085,ADReCS_only,sucralfate,C(C1C(C(C(C(O1)OC2(C(C(C(O2)COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al]
Sufentanil citrate,ADReCS: Bronchial disorders (excl neoplasms),65494,ADReCS_only,sufentanil citrate,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Sulfamethoxazole,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),5329,ADReCS_only,sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfisoxazole,"ADReCS: Respiratory, thoracic and mediastinal disorders",5344,ADReCS_only,sulfisoxazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfur colloid,ADReCS: Bronchial disorders (excl neoplasms),76957057,ADReCS_only,sulfur colloid,S1SSSSSSS1.[Tc]
Sulfur hexafluoride,ADReCS: Thoracic disorders (excl lung and pleura),17358,ADReCS_only,sulfur hexafluoride,FS(F)(F)(F)(F)F
Sumatriptan succinate,ADReCS: Asthma,59772,ADReCS_only,sumatriptan succinate,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O
Sunitinib malate,ADReCS: Respiratory tract infections,6456015,ADReCS_only,sunitinib malate,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C.C(C(C(=O)O)O)C(=O)O
Suvorexant,ADReCS: Thoracic disorders (excl lung and pleura),24965990,ADReCS_only,suvorexant,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl
Tacrine hydrochloride,ADReCS: Asthma,2723754,ADReCS_only,tacrine,C1CCC2=NC3=CC=CC=C3C(=C2C1)N.Cl
Tacrolimus,ADReCS: Acute pulmonary oedema,445643,ADReCS_only,tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
Tafamidis,ADReCS: Cardio-respiratory arrest,11001318,ADReCS_only,tafamidis,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl
Tafluprost,ADReCS: Asthma,9868491,ADReCS_only,tafluprost,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O
Talazoparib,ADReCS: Respiratory signs and symptoms NEC,135565082,ADReCS_only,talazoparib,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F
Talc,ADReCS: Acute respiratory distress syndrome,16211421,ADReCS_only,talc,O.O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O
Taliglucerase alfa,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,taliglucerase alfa,
Tamoxifen citrate,ADReCS: Bronchitis,2733525,ADReCS_only,tamoxifen citrate,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Tarazosin,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,tarazosin,
Tasimelteon,ADReCS: Asthma,10220503,ADReCS_only,tasimelteon,CCC(=O)NCC1CC1C2=C3CCOC3=CC=C2
Technescan tc-99m mertiatide,ADReCS: Bronchial disorders (excl neoplasms),Not Available,ADReCS_only,technescan tc-99m mertiatide,
Technetium,ADReCS: Bronchial disorders (excl neoplasms),23957,ADReCS_only,technetium,[Tc]
Technetium tc-99m,ADReCS: Bronchial disorders (excl neoplasms),26476,ADReCS_only,technetium tc-99m,[Tc]
Technetium tc-99m fanolesomab,ADReCS: Respiratory signs and symptoms NEC,Not Available,ADReCS_only,technetium tc-99m fanolesomab,
Technetium tc-99m sestamibi,ADReCS: Respiratory signs and symptoms NEC,5384,ADReCS_only,technetium tc-99m sestamibi,CC(C)(CN=[CH-])OC.CC(C)(CN=[CH-])OC.CC(C)(CN=[CH-])OC.CC(C)(CN=[CH-])OC.CC(C)(CN=[CH-])OC.CC(C)(CN=[CH-])OC.[Tc+6]
Tedizolid phosphate,ADReCS: Respiratory disorders NEC,11476460,ADReCS_only,tedizolid,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)COP(=O)(O)O)F
Teduglutide,ADReCS: Respiratory tract infections,16139605,ADReCS_only,teduglutide,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CN=CN5)N
Teduglutide recombinant,ADReCS: Thoracic disorders (excl lung and pleura),70683012,ADReCS_only,teduglutide recombinant,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CNC=N5)N
Tegaserod maleate,ADReCS: Respiratory tract infections,135413539,ADReCS_only,tegaserod,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC.C(=CC(=O)O)C(=O)O
Tegaserode,ADReCS: Asthma,Not Available,ADReCS_only,tegaserode,
Teichomycin,ADReCS: Bronchial disorders (excl neoplasms),16129701,ADReCS_only,teichomycin,CCCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O
Telavancin,ADReCS: Thoracic disorders (excl lung and pleura),3081362,ADReCS_only,telavancin,CCCCCCCCCCNCCNC1(CC(OC(C1O)C)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C(=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)CNCP(=O)(O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)C
Telbivudine,ADReCS: Bacterial lower respiratory tract infections,159269,ADReCS_only,telbivudine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
Telotristat ethyl,ADReCS: Respiratory signs and symptoms NEC,25181577,ADReCS_only,telotristat ethyl,CCOC(=O)C(CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)OC(C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N
Temazepam,ADReCS: Bronchial disorders (excl neoplasms),5391,ADReCS_only,temazepam,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
Temoporfin,ADReCS: Bronchial disorders (excl neoplasms),60751,ADReCS_only,temoporfin,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O
Tenofovir disoproxil,ADReCS: Respiratory tract infections; Thoracic disorders (excl lung and pleura),5481350,ADReCS_only,tenofovir disoproxil,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C
Tenoxicam,ADReCS: Asthma,54677971,ADReCS_only,tenoxicam,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3
Terazosin,ADReCS: Asthma; Bronchitis,5401,ADReCS_only,terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
Terbinafine,"ADReCS: Asthma; Respiratory, thoracic and mediastinal disorders",1549008,ADReCS_only,terbinafine,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
Terconazole,ADReCS: Bronchial disorders (excl neoplasms),441383,ADReCS_only,terconazole,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
Terfenadine,ADReCS: Respiratory signs and symptoms NEC,5405,ADReCS_only,terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
