Drug_Name,Pattern,PubChem_ID,DrugBank_ID,KEGG_ID,SMILES,Label_ILD,Label_Edema,Label_Pleural,Label_Embolism
Tosufloxacin,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  XV.b
                
XV - Pathology

                    XV.b - Path: Eosinophilic pneumonia (subacute or acute)  (see also Ic)",5517,NOT_FOUND,NOT_FOUND,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,1,0,0,0
Trabectedin,"II.d
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.d - Pulmonary edema, cardiogenic                


                  XII.d
                
XII - Cardiovascular involvement / toxicity

                    XII.d - Myocarditis (can be fulminant)                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest",108150,DB05109,D06199,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,0,1,0,0
Tramadol,"VI.b
                
VI - Pulmonary vasculopathies

                    VI.b - Pulmonary arterial hypertension                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  X.u
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.u - Multiple organ dysfunction/failure (MODS/MOF)                


                  XI.e
                
XI - Miscellaneous

                    XI.e - Respiratory acidosis - Hypercapnia                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest                


                  XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension",33741,DB00193,D08623,COc1cccc(C2(O)CCCCC2CN(C)C)c1,0,0,0,1
Trametinib,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  X.k
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.k - Sarcoid-like granulomatosis (endo-/extrathoracic)                


                  X.ah
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.ah - Granulomatosis with polyangiitis (typically ANCA pos.) - GPA flare                


                  XII.a
                
XII - Cardiovascular involvement / toxicity

                    XII.a - Left or biventricular dysfunction/failure                


                  XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension",11707110,DB08911,D10175,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,1,0,0,0
Tranexamic acid,"VI.a
                
VI - Pulmonary vasculopathies

                    VI.a - Pulmonary embolism - Venous thrombosis/thromboembolism",5526,DB00302,D01136,NCC1CCC(C(=O)O)CC1,0,0,0,1
Trazodone,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)",5533,DB00656,D08626,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1,0,0,0
Trenbolone,"I.j
                
I - Interstitial/parenchymal lung disease

                    I.j - Exogenous lipoid pneumonia (subacute, acute)                


                  I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)",25015,DB11551,D08627,CC12C=CC3=C(CC=C4CC(=O)CCC43)C1CCC2O,1,0,0,0
Triazolam,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)",5556,DB00897,D00387,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0,1,0,0
Trichloroethylene,"I.an
                
I - Interstitial/parenchymal lung disease

                    I.an - Hypersensitivity pneumonitis pattern                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction",6575,DB13323,C06790,ClC=C(Cl)Cl,1,0,0,0
Trimipramine,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  V.b
                
V - Pleural and/or pericardial involvement

                    V.b - Eosinophilic pleural effusion                


                  V.f
                
V - Pleural and/or pericardial involvement

                    V.f - Pneumothorax                


                  V.u
                
V - Pleural and/or pericardial involvement

                    V.u - Eosinophilic pleuritis                


                  XV.an
                
XV - Pathology

                    XV.an - Path: Eosinophilic pleuritis",5584,DB00726,D00394,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,1,0,1,0
Triptorelin,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",25074470,DB06825,D06247,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,1,0,1,0
Trofosfamide,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)",65702,DB12902,D07252,O=P1(N(CCCl)CCCl)OCCCN1CCCl,1,0,0,0
Troglitazone,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  V.i
                
V - Pleural and/or pericardial involvement

                    V.i - Pleuritis (can cause chest pain)",5591,DB00197,D00395,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,0,1,1,0
Umbralisib,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)",72950888,DB14989,D11322,CC(C)Oc1ccc(-c2nn(C(C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,1,0,0,0
Vancomycin,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)                


                  V.n
                
V - Pleural and/or pericardial involvement

                    V.n - Hemopericardium - Bloody pericardial effusion                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.g
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.g - Hypersensitivity reaction (may manifest with fever and/or skin, throat or airway involvement)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest                


                  XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension",14969,DB00512,D00212,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,1,1,1,0
Vandetanib,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity",3081361,DB05294,D06407,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,1,0,0,0
Vemurafenib,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.m
                
I - Interstitial/parenchymal lung disease

                    I.m - ILD with a granulomatous component                


                  I.ad
                
I - Interstitial/parenchymal lung disease

                    I.ad - Radiation recall pneumonitis                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.k
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.k - Sarcoid-like granulomatosis (endo-/extrathoracic)                


                  X.m
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.m - Vascultis (pulmonary, extrathoracic or systemic)-ANCA status unknown or negative)                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.e
                
XV - Pathology

                    XV.e - Path: ILD with a granulomatous component (see also Im)",42611257,DB08881,D09996,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,1,0,0,0
Venetoclax,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XXI.b
                
XXI - Rechallenge data

                    XXI.b - Rechallenge can lead to relapse of AE/ILD",49846579,DB11581,D10679,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,1,0,0,0
Venlafaxine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.e
                
I - Interstitial/parenchymal lung disease

                    I.e - Acute eosinophilic pneumonia (AEP)                


                  I.m
                
I - Interstitial/parenchymal lung disease

                    I.m - ILD with a granulomatous component                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XV.b
                
XV - Pathology

                    XV.b - Path: Eosinophilic pneumonia (subacute or acute)  (see also Ic)",5656,DB00285,D08670,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1,0,0,0
Verapamil,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning",2520,DB00661,D02356,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,0,1,0,0
Vildagliptin,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.m
                
I - Interstitial/parenchymal lung disease

                    I.m - ILD with a granulomatous component                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)",6918537,DB04876,D07080,N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,1,0,0,0
Vinblastine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.k
                
I - Interstitial/parenchymal lung disease

                    I.k - Lung nodule or nodules                


                  I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XV.f
                
XV - Pathology

                    XV.f - Path: Diffuse alveolar damage (DAD-pattern) (see also IL)",13342,DB00570,D08675,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,1,1,0,0
Vincristine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  VIII.e
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.e - Laryngospasm (a.k.a. laryngismus)                


                  VIII.h
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.h - Vocal cord dysfunction, adduction, closure, injury                


                  VIII.j
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.j - Laryngeal disorder-Laryngeal nerve palsy (dysphonia, hoarseness)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.i
                
XV - Pathology

                    XV.i - Path: Pneumocyte atypia (reactive epithelial cells) (a.k.a. the ""Napoleon Hat"" sign)",5978,DB00541,D08679,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,1,0,0,0
Vindesine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.n
                
IV - Airway involvement

                    IV.n - Obstructive airway dysfunction (see also IVc, XVx)",40839,NOT_FOUND,D01769,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1,1,1,0,0
Vinorelbine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest",5311497,DB00361,D08680,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,1,1,0,0
Vitamin A,"V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)",445354,DB00162,D06543,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,0,0,1,0
Vitamin E (parenteral),"VI.e
                
VI - Pulmonary vasculopathies

                    VI.e - Fat/oil embolism - The FES embolism syndrome",14985,NOT_FOUND,NOT_FOUND,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0,0,0,1
Vitamin E acetate (inhaled),"II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury",58078320,NOT_FOUND,NOT_FOUND,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0,1,0,0
Vorasidenib (AG881),"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XVI.by
                
XVI - Imaging

                    XVI.by - Imaging: The photographic negative of batwing or pulmonary edema",117817422,NOT_FOUND,D11834,CC(Nc1nc(NC(C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,1,1,0,0
Zafirlukast,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)                


                  X.h
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.h - Eosinophilic granulomatosis with polyangiitis (Churg-Strauss)                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)",5717,DB00549,D00411,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,1,0,0,0
Zolpidem,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)",5732,DB00425,D08690,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,0,1,0,0
Zotarolimus,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.e
                
XV - Pathology

                    XV.e - Path: ILD with a granulomatous component (see also Im)",9876378,NOT_FOUND,NOT_FOUND,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(n3cnnn3)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1,0,0,0
Acalabrutinib,ADReCS: Acute pulmonary oedema,71226662,DB11703,D10893,CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0,1,0,0
Acetohydroxamic acid,ADReCS: Pulmonary embolism,1990,DB00551,D00220,CC(O)=NO,0,0,0,1
Adapalene,ADReCS: Pulmonary embolism,60164,DB00210,D01112,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,0,0,0,1
Alogliptin,ADReCS: Interstitial lung disease,11450633,DB06203,D06553,Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O,1,0,0,0
Alteplase,ADReCS: Pulmonary embolism,22976653,DB00009,D02837,Cc1ccc(N(c2ccc(C)cc2)c2c3ccccc3c(N(c3ccc(C)cc3)c3ccc(C)cc3)c3ccccc23)cc1,0,0,0,1
Aminocaproic acid,ADReCS: Pulmonary embolism,564,DB00513,D00160,NCCCCCC(=O)O,0,0,0,1
Amisulpride,ADReCS: Pulmonary embolism,2159,DB06288,D07310,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0,0,0,1
Asciminib,ADReCS: Pleural disorders,72165228,DB12597,D11403,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC(O)C2)c(-c2cc[nH]n2)c1,0,0,1,0
Avacopan,ADReCS: Pulmonary embolism,49841217,DB15011,D11093,Cc1ccc(NC(=O)C2CCCN(C(=O)c3c(C)cccc3F)C2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,0,0,0,1
Beta-d-glucose,ADReCS: Pulmonary embolism,64689,DB02379,D02325; D00009,OCC1OC(O)C(O)C(O)C1O,0,0,0,1
Bosentan,ADReCS: Acute pulmonary oedema,104865,DB00559,D01227; D07538,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0,1,0,0
Dacomitinib,ADReCS: Pleural disorders,11511120,DB11963,D09883; D10514,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,0,0,1,0
Doripenem,ADReCS: Interstitial lung disease,73303,DB06211,D03895,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,1,0,0,0
Epinephrine,ADReCS: Acute pulmonary oedema,5816,DB00668,D00095,CNCC(O)c1ccc(O)c(O)c1,0,1,0,0
Erdafitinib,ADReCS: Pulmonary embolism,67462786,DB12147,D10927,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,0,0,0,1
Estriol,ADReCS: Pulmonary embolism,5756,DB04573,D00185; D01986,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,0,0,0,1
Etelcalcetide,ADReCS: Interstitial lung disease,71511839,DB12865,D10676,CC(=O)NC(CSSCC(N)C(=O)O)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(N)=O,1,0,0,0
Fexofenadine,ADReCS: Interstitial lung disease,3348,DB00950,D07958,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1,0,0,0
Fluorouracil,ADReCS: Acute pulmonary oedema,3385,DB00544,D00584; D07974,O=c1[nH]cc(F)c(=O)[nH]1,0,1,0,0
Gadobenate dimeglumine,ADReCS: Acute pulmonary oedema,105125,DB00743,D04283,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O,0,1,0,0
Ganirelix,ADReCS: Pleural disorders,16130957,DB06785,D08010,CCN=C(NCC)NCCCCC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN=C(NCC)NCC)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C(Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,0,0,1,0
Glycopyrronium,ADReCS: Acute pulmonary oedema,9933193,DB00986,D10938,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,0,1,0,0
Iopromide,ADReCS: Acute pulmonary oedema,3736,DB09156,D01893,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0,1,0,0
Ioversol,ADReCS: Acute pulmonary oedema,3741,DB09134,D01555,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0,1,0,0
Ixabepilone,ADReCS: Acute pulmonary oedema,6445540,DB04845,D04645,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,0,1,0,0
Lamivudine,ADReCS: Acute pulmonary oedema,60825,DB00709,D00353,Nc1ccn(C2CSC(CO)O2)c(=O)n1,0,1,0,0
Levomefolate calcium,ADReCS: Pulmonary embolism,135564391,Not Available,D09354,CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0,0,0,1
Levothyroxine,ADReCS: Acute pulmonary oedema,5819,DB00451,D08125,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,0,1,0,0
Ospemifene,ADReCS: Pulmonary embolism,3036505,DB04938,D08958,OCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,0,0,0,1
Paricalcitol,ADReCS: Acute pulmonary oedema,5281104,DB00910,D00930,CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0,1,0,0
Ramelteon,ADReCS: Interstitial lung disease,208902,DB00980,D02689,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,1,0,0,0
Regadenoson,ADReCS: Acute pulmonary oedema,219024,DB06213,D05711,CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,0,1,0,0
Selexipag,ADReCS: Acute pulmonary oedema,9913767,DB11362,D09994,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,0,1,0,0
Selinexor,ADReCS: Pleural disorders,71481097,DB11942,D11222,O=C(C=Cn1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,0,0,1,0
Solifenacin,ADReCS: Acute pulmonary oedema,154059,DB01591,D08522,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,0,1,0,0
Tacrolimus,ADReCS: Acute pulmonary oedema,445643,DB00864,D00107; D08556,C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,0,1,0,0
Tibolone,ADReCS: Pulmonary embolism,444008,DB09070,D01639,C#CC1(O)CCC2C3C(C)C=C4CC(=O)CCC4C3CCC21C,0,0,0,1
Upadacitinib,ADReCS: Acute pulmonary oedema,58557659,DB15091,D10994,CCC1CN(C(=O)NCC(F)(F)F)CC1c1cnc2cnc3[nH]ccc3n12,0,1,0,0
prostacyclin,Pleural effusion; Pulmonary embolism; Pulmonary oedema,,,,CC(C)c1cc(C2CCCN2C(=O)CN(C)Cc2cccnc2)no1,0,1,1,1
glucose,Pulmonary embolism,,,,CCC(NC(=O)c1ccc(CSc2ccccc2)cc1)c1ccc(C)cc1C,0,0,0,1
bupropion,Pulmonary embolism,,,,Cc1ccc(C(C)NC(=O)c2ccc(CSc3ccc(Cl)cc3)cc2)cc1C,0,0,0,1
